r_lp_Energy,s_lp_Force_Field,r_i_glide_hbond,i_qp_HumanOralAbsorption,r_epik_State_Penalty,r_i_glide_ligand_efficiency_ln,i_i_glide_lignum,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_IP(eV),r_qp_QPPCaco,i_lp_mmshare_version,r_qp_EA(eV),s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,r_epik_Charging_Adjusted_Penalty,r_qp_WPSA,i_qp_#acid,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_qp_SASA,r_qp_volume,r_qp_QPpolrz,r_qp_QPlogKhsa,i_qp_RuleOfThree,i_i_glide_rotatable_bonds,s_lp_Variant,r_qp_glob,i_qp_#NandO,r_qp_FISA,r_i_glide_einternal,s_i_glide_gridfile,i_sd_PUBCHEM\_SUBSTANCE\_ID,r_epik_Ionization_Penalty_Neutral,i_qp_#in34,i_m_source_file_index,r_i_glide_esite,r_i_glide_rewards,r_qp_dipole,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,s_m_source_file,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_qp_ACxDN^.5/SA,r_qp_Jm,r_i_glide_evdw,r_qp_PISA,i_qp_#amine,r_qp_QPlogPw,r_qp_QPlogS,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_CIQPlogS,r_qp_QPPMDCK,r_qp_accptHB,r_i_docking_score,r_qp_QPlogPoct,r_qp_PSA,r_epik_Ionization_Penalty,r_i_glide_gscore,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_qp_QPlogPo/w,i_i_glide_confnum,r_i_glide_ecoul,r_qp_donorHB,r_qp_SAamideO,i_qp_#noncon,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,i_i_glide_posenum,r_i_glide_energy,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_i_glide_ligand_efficiency_sa,r_i_glide_emodel,i_m_ct_stereo_status,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_QPlogKp,i_f3d_flags,r_i_glide_erotb,i_qp_CNS,b_lp_Chiralities_Consistent,s_vsw_compound_code,i_qp_#stars,i_qp_RuleOfFive,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,r_epik_Ionization_Penalty_Charging,r_i_glide_lipo,r_i_glide_eff_state_penalty,i_qp_#metab,s_lp_label,b_sd_chiral_flag,r_qp_dip^2/V,r_qp_PercentHumanOralAbsorption,i_qp_#rotor,i_sd_version,s_epik_input,i_qp_#rtvFG,s_vsw_variant,r_qp_FOSA,s_epik_cmdline,s_sd_PUBCHEM\_PUBMED\_ID,i_epik_Tot_abs_Q,r_qp_QPlogPC16,i_m_ct_enhanced_stereo_status,r_i_glide_ligand_efficiency,i_qp_#nonHatm,i_epik_Tot_Q,s_sd_PUBCHEM\_PATENT\_ID,i_qp_#in56,i_qp_#ringatoms,s_epik_Chemistry_Notes,r_qp_QPlogHERG,i_qp_#amide,r_qp_SAfluorine,r_qp_mol_MW,s_m_title,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,r_i_glide_metal,r_qp_QPlogBB,i_qp_#amidine,i_m_ct_format
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,251,TRC-D441035-50MG,8.971,0.076,56135,-1.785,34493-98-6,0.490512580018299,0.0,0,https://www.lgcstandards.com/US/en/,700.295,1312.766,36.751,-1.46,2,10,496012635-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,496012635,0.0004,0,1223,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"34493-98-6
Dideoxykanamycin B Discontinued
O-3-Amino-3-deoxy-?-D-glucopyranosyl-(1?6)-O-[2,6-diamino-2,3,4,6-tetradeoxy-?-D-erythro-hexopyranosyl-(1?4)]-2-deoxy-D-streptamine; 3',4'-Dideoxykanamycin B; DKB; Debecacin; Dibekacin;",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,15699,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,TRC-D441035-50MG,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,3669,8,2,https://www.lgcstandards.com/CA/en/p/TRC-D441035-50MG,1,0.2659,0.0,0.2246,10,1223_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176387,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,3669-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,496012635,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,266,TRC-D441035-50MG,8.971,0.076,56135,-1.785,34493-98-6,0.490512580018299,0.0,0,https://www.lgcstandards.com/US/en/,700.295,1312.766,36.751,-1.46,2,10,496012635-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,496012635,0.0004,0,1255,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"34493-98-6
Dideoxykanamycin B Discontinued
O-3-Amino-3-deoxy-?-D-glucopyranosyl-(1?6)-O-[2,6-diamino-2,3,4,6-tetradeoxy-?-D-erythro-hexopyranosyl-(1?4)]-2-deoxy-D-streptamine; 3',4'-Dideoxykanamycin B; DKB; Debecacin; Dibekacin;",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,15699,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,TRC-D441035-50MG,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,3765,8,2,https://www.lgcstandards.com/CA/en/p/TRC-D441035-50MG,1,0.2659,0.0,0.2246,10,1255_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,3765-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,496012635,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,76,GXKUKBCVZHBTJW-USXQJGOZSA-L,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387096973-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387096973,0.0004,0,1566,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00087053,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,GXKUKBCVZHBTJW-USXQJGOZSA-L,-6.037,20,-46.4306907653809,14.0,0.0,16,"162862  1
1118  2
470999  2",155,-60.6035194396973,-2,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,4698,8,2,,15,0.2659,0.0,0.2246,10,1566_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176387,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,4698-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387096973,"InChIKey:GXKUKBCVZHBTJW-USXQJGOZSA-L
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.[O-]S(=O)(=O)[O-]
DOIs:10.5281/zenodo.2653020|10.5281/zenodo.2664077
64070-13-9
264-651-4
Dibekacin sulphate (1:1)",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,91,GXKUKBCVZHBTJW-USXQJGOZSA-L,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387096973-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387096973,0.0004,0,1598,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00087053,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,GXKUKBCVZHBTJW-USXQJGOZSA-L,-6.037,20,-46.4306907653809,14.0,0.0,16,"162862  1
1118  2
470999  2",155,-60.6035194396973,-2,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,4794,8,2,,15,0.2659,0.0,0.2246,10,1598_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,4794-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387096973,"InChIKey:GXKUKBCVZHBTJW-USXQJGOZSA-L
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.[O-]S(=O)(=O)[O-]
DOIs:10.5281/zenodo.2653020|10.5281/zenodo.2664077
64070-13-9
264-651-4
Dibekacin sulphate (1:1)",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,106,GXKUKBCVZHBTJW-USXQJGOZSA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387096974-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387096974,0.0004,0,1630,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00087089,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,GXKUKBCVZHBTJW-USXQJGOZSA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,4890,8,2,,13,0.2659,0.0,0.2246,10,1630_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,4890-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387096974,"InChIKey:GXKUKBCVZHBTJW-USXQJGOZSA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.OS(=O)(=O)O
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2653020
Dibekacin sulphate
261-341-0
58580-55-5",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,116,GXKUKBCVZHBTJW-USXQJGOZSA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387096974-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387096974,0.0004,0,1662,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00087089,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,GXKUKBCVZHBTJW-USXQJGOZSA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,4986,8,2,,13,0.2659,0.0,0.2246,10,1662_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,4986-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387096974,"InChIKey:GXKUKBCVZHBTJW-USXQJGOZSA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.OS(=O)(=O)O
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2653020
Dibekacin sulphate
261-341-0
58580-55-5",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,131,YCYKGZPMQKHUBU-UHBFEBJOSA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387178519-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387178519,0.0004,0,1694,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00091758,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,YCYKGZPMQKHUBU-UHBFEBJOSA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,"131887997  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,5082,8,2,,14,0.2659,0.0,0.2246,10,1694_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5082-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387178519,"InChIKey:YCYKGZPMQKHUBU-UHBFEBJOSA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.OS(=O)(=O)O.OS(=O)(=O)O
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2653020
300-960-3
Dibekacin bis(sulphate)
93965-12-9",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,266,3119502,8.971,0.076,56135,-1.785,58580-55-5,0.490512580018299,0.0,0,https://www.moleculemarket.com/,700.295,1312.766,36.751,-1.46,2,10,489950429-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,489950429,0.0004,0,1956,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"58580-55-5
dibekacin sulfate",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,3119502,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,26515,-10.631,0,0.337468559402084,-2,1,5868,8,2,https://www.moleculemarket.com/molecule/dibekacin-sulfate,1,0.2659,0.0,0.2246,10,1956_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176387,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5868-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,489950429,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,281,3119502,8.971,0.076,56135,-1.785,58580-55-5,0.490512580018299,0.0,0,https://www.moleculemarket.com/,700.295,1312.766,36.751,-1.46,2,10,489950429-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,489950429,0.0004,0,1988,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"58580-55-5
dibekacin sulfate",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,3119502,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,26515,-10.631,0,0.337468559402084,-2,1,5964,8,2,https://www.moleculemarket.com/molecule/dibekacin-sulfate,1,0.2659,0.0,0.2246,10,1988_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5964-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,489950429,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2253,-2.07783452777074,266,AF69864,8.971,0.075,56135,-1.785,34493-98-6,0.492194147580061,0.0,0,https://www.a2bchem.com,699.656,1310.562,36.663,-1.462,2,10,480586988-1,0.8277875,13,349.45,16.2047958374023,glide-grid_Sa_minmz_2,480586988,0.0004,0,970,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-001-in.maegz,"(2R,3R,4S,5S,6R)-4-Amino-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2R,3R,6S)-3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxy-cyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol
34493-98-6",0.0994701,0.00102275334013332,-14.1728286743164,0.0,5,39.296,2.0,23562,4.266,0.023,18.6,-9.21309170917291,43.05,233.774,0.2672,-9.43839170917291,AF69864,-6.053,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933607355186281,-136.535978057013,1,,-10.645,0,0.337468559402084,-2,1,2908,8,2,https://www.a2bchem.com/34493-98-6.html,2,0.2669,0.0,0.2253,10,970_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176685,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,2908-1,350.206,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.022,2,-0.297196506747513,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.949,0,0.0,451.519,480586988,,-0.0,-2.943,0,2
